"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Assets/Level/chateau/lambert1.lambert1","49","23","5","1","0.000000","0","101"
"/Game/Assets/Animations/Enemy/gris_chevalier.gris_chevalier","49","28","6","1","32.179241","0","147"
"/Game/Assets/Level/fond/lambert9.lambert9","49","14","5","1","15.897483","0","50"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","6","6","1","8.929876","0","11"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","139","7","1","157.599609","0","2705"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","10","1","1","9.064406","0","37"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","14","7","1","15.790549","0","40"
"/Game/Assets/Animations/Enemy/gris_maillet_epee.gris_maillet_epee","49","28","7","1","32.044304","0","115"
"/Game/Tower_Projectiles/Projectile_Archer/gris_fleche.gris_fleche","49","14","6","1","15.779918","0","51"
"/Game/Assets/Animations/Enemy/lambert1.lambert1","49","28","14","1","15.888696","0","78"
"/Game/Assets/Animations/Enemy/metal_lame_epee.metal_lame_epee","49","28","6","1","31.552444","0","116"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","93","7","1","105.794685","0","931"
"/Game/Assets/Animations/Enemy/rouge_leon.rouge_leon","49","28","5","1","32.086422","0","115"
"/Game/Assets/Animations/Enemy/visage_inconnu.visage_inconnu","49","28","7","1","32.443642","0","195"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","4","1","4.043483","0","7"
"/Game/Tower_Projectiles/Projectile_Archer/bleu_fleche.bleu_fleche","49","14","8","1","15.991105","0","50"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","7","5","1","7.046853","0","20"
"/Game/Tower_Projectiles/Projectile_Archer/marron_fleche.marron_fleche","49","14","6","1","15.947264","0","39"
"/Game/Tower_Projectiles/Projectile_Ballista/marron_fleche_lourde.marron_fleche_lourde","49","14","6","1","16.663931","0","39"
"/Game/Tower_Projectiles/Projectile_Ballista/gris_fleche_lourde.gris_fleche_lourde","49","14","14","1","16.074593","0","21"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","6","1","5.384720","0","6"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","53","9","1","81.918526","0","985"
"/ControlRig/M_Manip.M_Manip","49","10","9","1","9.927822","0","32"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","10","3","1","10.866604","0","32"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","52","9","1","91.413086","0","499"
"/Game/Tower_Projectiles/Projectile_Cauldron/huile_chaude_boule.huile_chaude_boule","49","14","5","1","16.394323","0","52"
"/Game/Tower_Projectiles/Projectile_Trebuchet/gris_boulet.gris_boulet","49","14","7","1","16.438536","0","41"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","52","9","1","92.171097","0","340"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","52","9","1","91.819016","0","322"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","8","1","32.780304","0","138"
